,Accuracy,F1 Score,AUC-ROC,Precision,Sensitivity,Specificity,MCC
0,0.9398625429553265,0.9399135823697988,0.984334315106501,0.9399711129693412,0.9398625429553265,0.9005847953216374,0.8553360664986432
